interaction_id,user_id,product_id,action,timestamp,name,age,gender,location,product_name,category,price,seller_id,transaction_id,quantity,purchase_time
I4448,U807,P108,view,13-11-24,User807,34,Female,Kolkata,Sports_Product_108,Sports,848,S5,,,
I4449,U240,P179,view,25-10-24,User240,40,Female,Mumbai,Sports_Product_179,Sports,2261,S8,,,
I4450,U208,P151,view,30-08-24,User208,25,Male,Mumbai,Electronics_Product_151,Electronics,4506,S12,,,
I4451,U612,P51,purchase,05-10-24,User612,33,Female,Chennai,Clothing_Product_51,Clothing,2363,S39,T1500,1,23-12-24
I4452,U19,P104,cart,08-06-24,User19,34,Female,Mumbai,Electronics_Product_104,Electronics,359,S11,,,
I4453,U418,P158,view,06-07-24,User418,32,Female,Coimbatore,Electronics_Product_158,Electronics,828,S13,,,
I4454,U697,P106,cart,25-08-24,User697,41,Male,Mumbai,Clothing_Product_106,Clothing,1515,S45,,,
I4455,U350,P131,view,09-09-24,User350,35,Female,Hyderabad,Sports_Product_131,Sports,4323,S11,,,
I4456,U561,P86,cart,20-08-24,User561,42,Male,Trichy,Electronics_Product_86,Electronics,3221,S10,,,
I4457,U483,P66,view,28-11-24,User483,40,Female,Kolkata,Accessories_Product_66,Accessories,4247,S15,,,
I4458,U155,P173,purchase,01-10-24,User155,45,Male,Bangalore,Electronics_Product_173,Electronics,2602,S21,T1501,1,03-06-24
I4459,U728,P40,view,07-01-24,User728,19,Female,Bangalore,Clothing_Product_40,Clothing,4602,S6,,,
I4460,U603,P133,purchase,05-05-24,User603,40,Male,Delhi,Home_Product_133,Home,4222,S39,T1502,2,20-05-24
I4461,U925,P26,purchase,07-09-24,User925,33,Male,Bangalore,Accessories_Product_26,Accessories,3015,S1,T1503,1,27-02-24
I4462,U328,P124,view,23-10-24,User328,24,Male,Bangalore,Home_Product_124,Home,3781,S9,,,
I4463,U930,P197,view,02-07-24,User930,43,Male,Pune,Footwear_Product_197,Footwear,2506,S5,,,
I4464,U294,P9,purchase,01-01-24,User294,28,Male,Mumbai,Clothing_Product_9,Clothing,4578,S21,T1504,3,21-06-24
I4465,U6,P61,view,16-02-24,User6,19,Male,Chennai,Electronics_Product_61,Electronics,4981,S50,,,
I4466,U789,P35,view,08-04-24,User789,44,Female,Delhi,Home_Product_35,Home,1786,S31,,,
I4467,U428,P172,cart,11-06-24,User428,18,Male,Chennai,Clothing_Product_172,Clothing,4400,S13,,,
I4468,U256,P189,cart,30-10-24,User256,21,Male,Chennai,Sports_Product_189,Sports,2241,S3,,,
I4469,U959,P150,cart,25-09-24,User959,23,Female,Hyderabad,Footwear_Product_150,Footwear,3705,S32,,,
I4470,U626,P148,cart,28-12-24,User626,30,Female,Pune,Home_Product_148,Home,2556,S33,,,
I4471,U713,P127,view,21-09-24,User713,32,Male,Pune,Electronics_Product_127,Electronics,1916,S41,,,
I4472,U575,P92,cart,04-01-24,User575,41,Male,Hyderabad,Home_Product_92,Home,1972,S30,,,
I4473,U103,P47,cart,17-12-24,User103,37,Male,Bangalore,Accessories_Product_47,Accessories,2594,S25,,,
I4474,U520,P2,view,26-10-24,User520,20,Male,Coimbatore,Accessories_Product_2,Accessories,1183,S49,,,
I4475,U149,P145,purchase,18-11-24,User149,29,Female,Chennai,Home_Product_145,Home,3664,S50,T1505,2,22-03-24
I4476,U824,P79,cart,20-11-24,User824,19,Female,Chennai,Home_Product_79,Home,421,S24,,,
I4477,U114,P142,purchase,13-10-24,User114,24,Male,Bangalore,Electronics_Product_142,Electronics,4003,S18,T1506,3,11-10-24
I4478,U13,P190,purchase,22-06-24,User13,45,Female,Coimbatore,Sports_Product_190,Sports,539,S9,T1507,1,17-12-24
I4479,U507,P196,purchase,26-06-24,User507,30,Male,Pune,Clothing_Product_196,Clothing,3093,S7,T1508,2,30-03-24
I4480,U377,P91,cart,05-10-24,User377,22,Male,Kolkata,Accessories_Product_91,Accessories,2547,S14,,,
I4481,U193,P180,cart,23-10-24,User193,39,Female,Hyderabad,Accessories_Product_180,Accessories,2384,S25,,,
I4482,U392,P178,view,07-03-24,User392,36,Female,Mumbai,Accessories_Product_178,Accessories,552,S39,,,
I4483,U19,P180,view,20-09-24,User19,35,Male,Madurai,Home_Product_180,Home,1003,S11,,,
I4484,U779,P66,view,04-04-24,User779,28,Female,Pune,Electronics_Product_66,Electronics,3231,S26,,,
I4485,U297,P142,view,08-03-24,User297,36,Female,Trichy,Sports_Product_142,Sports,3764,S40,,,
I4486,U905,P159,purchase,26-04-24,User905,28,Female,Delhi,Sports_Product_159,Sports,4147,S43,T1509,3,12-10-24
I4487,U785,P71,purchase,19-08-24,User785,38,Male,Chennai,Footwear_Product_71,Footwear,2668,S30,T1510,3,08-12-24
I4488,U502,P110,cart,20-03-24,User502,33,Female,Chennai,Sports_Product_110,Sports,3842,S41,,,
I4489,U495,P22,view,04-12-24,User495,21,Female,Trichy,Home_Product_22,Home,4210,S48,,,
I4490,U436,P19,view,03-01-24,User436,20,Female,Chennai,Home_Product_19,Home,443,S49,,,
I4491,U381,P79,view,30-11-24,User381,44,Female,Trichy,Footwear_Product_79,Footwear,1728,S37,,,
I4492,U908,P18,cart,10-11-24,User908,34,Male,Trichy,Electronics_Product_18,Electronics,4234,S45,,,
I4493,U488,P168,cart,20-03-24,User488,32,Female,Delhi,Accessories_Product_168,Accessories,1429,S17,,,
I4494,U630,P168,cart,04-10-24,User630,24,Female,Madurai,Accessories_Product_168,Accessories,4628,S8,,,
I4495,U332,P180,purchase,29-06-24,User332,25,Male,Madurai,Accessories_Product_180,Accessories,1227,S1,T1511,2,27-07-24
I4496,U919,P29,cart,16-02-24,User919,33,Male,Madurai,Electronics_Product_29,Electronics,3815,S12,,,
I4497,U872,P47,purchase,18-07-24,User872,36,Male,Chennai,Sports_Product_47,Sports,3892,S30,T1512,1,15-03-24
I4498,U726,P141,cart,14-01-24,User726,22,Male,Pune,Clothing_Product_141,Clothing,1534,S16,,,
I4499,U287,P155,view,02-06-24,User287,23,Female,Mumbai,Sports_Product_155,Sports,3153,S9,,,
I4500,U745,P89,view,24-03-24,User745,35,Male,Hyderabad,Footwear_Product_89,Footwear,4267,S50,,,
I4501,U833,P102,cart,24-04-24,User833,45,Male,Bangalore,Home_Product_102,Home,3851,S49,,,
I4502,U607,P106,purchase,09-05-24,User607,42,Female,Coimbatore,Sports_Product_106,Sports,2399,S15,T1513,3,10-10-24
I4503,U340,P117,cart,12-07-24,User340,25,Male,Chennai,Home_Product_117,Home,4692,S43,,,
I4504,U39,P61,view,16-10-24,User39,40,Female,Delhi,Footwear_Product_61,Footwear,613,S17,,,
I4505,U235,P109,purchase,21-12-24,User235,41,Male,Chennai,Home_Product_109,Home,2732,S11,T1514,3,06-05-24
I4506,U63,P71,view,31-05-24,User63,42,Male,Chennai,Clothing_Product_71,Clothing,799,S34,,,
I4507,U224,P187,purchase,20-07-24,User224,22,Male,Hyderabad,Electronics_Product_187,Electronics,3936,S49,T1515,3,23-07-24
I4508,U719,P189,purchase,21-03-24,User719,21,Female,Coimbatore,Electronics_Product_189,Electronics,2393,S7,T1516,2,07-05-24
I4509,U242,P175,cart,21-11-24,User242,31,Female,Pune,Sports_Product_175,Sports,841,S20,,,
I4510,U725,P40,purchase,01-08-24,User725,41,Female,Chennai,Accessories_Product_40,Accessories,1962,S39,T1517,1,30-08-24
I4511,U393,P165,view,26-12-24,User393,25,Female,Kolkata,Home_Product_165,Home,266,S7,,,
I4512,U140,P16,cart,20-05-24,User140,44,Male,Mumbai,Home_Product_16,Home,4042,S28,,,
I4513,U370,P103,purchase,15-11-24,User370,30,Male,Delhi,Electronics_Product_103,Electronics,1941,S14,T1518,3,13-04-24
I4514,U214,P58,cart,08-09-24,User214,27,Male,Delhi,Accessories_Product_58,Accessories,2582,S7,,,
I4515,U557,P96,purchase,21-07-24,User557,25,Male,Hyderabad,Electronics_Product_96,Electronics,3505,S26,T1519,1,05-01-24
I4516,U488,P60,purchase,09-01-24,User488,26,Male,Mumbai,Clothing_Product_60,Clothing,1239,S33,T1520,2,08-12-24
I4517,U757,P51,purchase,09-05-24,User757,30,Male,Coimbatore,Electronics_Product_51,Electronics,3558,S38,T1521,1,12-03-24
I4518,U532,P152,view,15-05-24,User532,27,Female,Delhi,Accessories_Product_152,Accessories,1882,S15,,,
I4519,U587,P60,purchase,08-12-24,User587,45,Male,Bangalore,Clothing_Product_60,Clothing,1632,S16,T1522,3,27-08-24
I4520,U524,P113,cart,16-03-24,User524,22,Male,Mumbai,Sports_Product_113,Sports,4984,S30,,,
I4521,U56,P116,view,13-01-24,User56,38,Male,Pune,Accessories_Product_116,Accessories,3447,S7,,,
I4522,U886,P143,view,30-10-24,User886,33,Male,Madurai,Footwear_Product_143,Footwear,1978,S30,,,
I4523,U884,P84,view,21-05-24,User884,31,Male,Coimbatore,Home_Product_84,Home,1198,S5,,,
I4524,U949,P120,cart,14-10-24,User949,33,Female,Chennai,Sports_Product_120,Sports,1348,S22,,,
I4525,U789,P34,view,01-06-24,User789,37,Male,Kolkata,Sports_Product_34,Sports,4857,S50,,,
I4526,U789,P21,purchase,10-07-24,User789,18,Male,Mumbai,Footwear_Product_21,Footwear,4427,S5,T1523,3,31-12-24
I4527,U267,P104,view,25-05-24,User267,36,Female,Coimbatore,Electronics_Product_104,Electronics,1431,S43,,,
I4528,U21,P138,purchase,08-08-24,User21,35,Female,Trichy,Clothing_Product_138,Clothing,3043,S36,T1524,2,12-08-24
I4529,U542,P27,view,06-02-24,User542,29,Male,Trichy,Sports_Product_27,Sports,1272,S29,,,
I4530,U997,P100,view,23-04-24,User997,27,Male,Chennai,Home_Product_100,Home,4796,S27,,,
I4531,U415,P117,purchase,29-06-24,User415,21,Female,Madurai,Footwear_Product_117,Footwear,813,S1,T1525,1,14-05-24
I4532,U14,P11,cart,30-01-24,User14,35,Male,Kolkata,Electronics_Product_11,Electronics,3404,S12,,,
I4533,U712,P194,purchase,01-04-24,User712,42,Female,Coimbatore,Electronics_Product_194,Electronics,1283,S4,T1526,2,25-03-24
I4534,U4,P159,cart,01-12-24,User4,35,Female,Madurai,Clothing_Product_159,Clothing,3159,S7,,,
I4535,U781,P22,cart,13-12-24,User781,43,Male,Delhi,Home_Product_22,Home,2832,S32,,,
I4536,U218,P98,view,18-07-24,User218,37,Female,Delhi,Sports_Product_98,Sports,3994,S43,,,
I4537,U855,P20,view,19-04-24,User855,30,Male,Pune,Clothing_Product_20,Clothing,2943,S15,,,
I4538,U647,P46,cart,24-07-24,User647,26,Female,Delhi,Home_Product_46,Home,4662,S1,,,
I4539,U184,P178,purchase,27-08-24,User184,22,Male,Hyderabad,Footwear_Product_178,Footwear,4075,S2,T1527,3,16-04-24
I4540,U953,P92,view,21-12-24,User953,29,Male,Pune,Footwear_Product_92,Footwear,3884,S43,,,
I4541,U955,P110,cart,14-11-24,User955,38,Male,Mumbai,Accessories_Product_110,Accessories,2882,S34,,,
I4542,U301,P99,purchase,08-04-24,User301,33,Male,Madurai,Clothing_Product_99,Clothing,880,S21,T1528,1,02-05-24
I4543,U623,P67,purchase,20-06-24,User623,29,Female,Bangalore,Home_Product_67,Home,4317,S35,T1529,3,24-01-24
I4544,U981,P145,purchase,20-08-24,User981,18,Female,Mumbai,Electronics_Product_145,Electronics,971,S27,T1530,1,05-03-24
I4545,U114,P162,view,20-08-24,User114,21,Male,Madurai,Electronics_Product_162,Electronics,4624,S17,,,
I4546,U295,P74,view,25-03-24,User295,35,Male,Chennai,Footwear_Product_74,Footwear,4198,S16,,,
I4547,U659,P158,cart,13-08-24,User659,25,Male,Bangalore,Footwear_Product_158,Footwear,967,S26,,,
I4548,U556,P33,view,29-04-24,User556,18,Male,Bangalore,Electronics_Product_33,Electronics,2258,S34,,,
I4549,U920,P131,cart,27-07-24,User920,37,Female,Trichy,Clothing_Product_131,Clothing,3248,S8,,,
I4550,U327,P91,purchase,17-01-24,User327,28,Male,Hyderabad,Footwear_Product_91,Footwear,3509,S26,T1531,1,27-03-24
I4551,U65,P37,purchase,29-10-24,User65,31,Male,Pune,Home_Product_37,Home,3746,S40,T1532,3,04-01-24
I4552,U37,P67,cart,30-08-24,User37,21,Male,Madurai,Accessories_Product_67,Accessories,1767,S2,,,
I4553,U59,P171,purchase,22-07-24,User59,19,Male,Pune,Sports_Product_171,Sports,2254,S42,T1533,2,18-06-24
I4554,U460,P25,purchase,16-08-24,User460,26,Female,Chennai,Footwear_Product_25,Footwear,1769,S6,T1534,1,18-10-24
I4555,U55,P131,cart,10-12-24,User55,22,Male,Madurai,Home_Product_131,Home,4713,S3,,,
I4556,U204,P30,purchase,07-01-24,User204,43,Female,Mumbai,Sports_Product_30,Sports,880,S17,T1535,3,10-12-24
I4557,U115,P68,purchase,14-01-24,User115,20,Male,Delhi,Footwear_Product_68,Footwear,3758,S10,T1536,1,05-06-24
I4558,U142,P2,cart,14-07-24,User142,25,Male,Bangalore,Footwear_Product_2,Footwear,3536,S8,,,
I4559,U257,P16,cart,19-06-24,User257,25,Female,Chennai,Footwear_Product_16,Footwear,1479,S45,,,
I4560,U226,P168,purchase,03-11-24,User226,37,Female,Delhi,Sports_Product_168,Sports,1692,S27,T1537,3,29-10-24
I4561,U516,P4,cart,12-06-24,User516,45,Male,Madurai,Electronics_Product_4,Electronics,636,S43,,,
I4562,U172,P97,purchase,19-04-24,User172,29,Female,Pune,Accessories_Product_97,Accessories,3672,S15,T1538,3,15-05-24
I4563,U25,P83,view,15-08-24,User25,34,Male,Kolkata,Sports_Product_83,Sports,2200,S34,,,
I4564,U721,P12,purchase,18-01-24,User721,30,Female,Pune,Electronics_Product_12,Electronics,2709,S33,T1539,1,31-08-24
I4565,U733,P188,view,04-07-24,User733,28,Male,Chennai,Clothing_Product_188,Clothing,1512,S20,,,
I4566,U495,P133,cart,25-05-24,User495,29,Male,Kolkata,Clothing_Product_133,Clothing,4393,S6,,,
I4567,U288,P186,cart,18-04-24,User288,28,Female,Chennai,Sports_Product_186,Sports,1331,S33,,,
I4568,U585,P196,cart,22-01-24,User585,44,Male,Madurai,Home_Product_196,Home,842,S47,,,
I4569,U88,P175,cart,20-09-24,User88,30,Male,Chennai,Footwear_Product_175,Footwear,2853,S45,,,
I4570,U957,P173,purchase,11-07-24,User957,44,Male,Mumbai,Home_Product_173,Home,2001,S37,T1540,1,24-01-24
I4571,U163,P200,cart,20-02-24,User163,25,Female,Kolkata,Footwear_Product_200,Footwear,1488,S43,,,
I4572,U30,P88,cart,19-02-24,User30,41,Male,Pune,Accessories_Product_88,Accessories,4909,S50,,,
I4573,U563,P165,cart,29-12-24,User563,24,Female,Kolkata,Clothing_Product_165,Clothing,4605,S49,,,
I4574,U236,P53,cart,25-01-24,User236,26,Male,Kolkata,Accessories_Product_53,Accessories,4093,S32,,,
I4575,U773,P56,purchase,09-07-24,User773,23,Male,Delhi,Clothing_Product_56,Clothing,1241,S17,T1541,3,19-08-24
I4576,U658,P127,cart,15-02-24,User658,23,Male,Delhi,Electronics_Product_127,Electronics,1189,S48,,,
I4577,U428,P190,purchase,13-08-24,User428,32,Female,Mumbai,Accessories_Product_190,Accessories,1330,S35,T1542,3,11-03-24
I4578,U263,P137,purchase,22-06-24,User263,32,Female,Chennai,Clothing_Product_137,Clothing,3897,S9,T1543,3,07-02-24
I4579,U10,P169,view,06-04-24,User10,39,Female,Madurai,Sports_Product_169,Sports,3880,S47,,,
I4580,U533,P124,purchase,27-01-24,User533,43,Female,Trichy,Home_Product_124,Home,2660,S29,T1544,2,22-04-24
I4581,U249,P36,purchase,08-05-24,User249,27,Female,Kolkata,Electronics_Product_36,Electronics,1942,S16,T1545,2,14-09-24
I4582,U700,P148,cart,25-07-24,User700,38,Male,Kolkata,Accessories_Product_148,Accessories,1405,S31,,,
I4583,U660,P196,purchase,23-05-24,User660,36,Male,Mumbai,Clothing_Product_196,Clothing,4820,S9,T1546,3,25-09-24
I4584,U955,P195,cart,14-09-24,User955,24,Female,Bangalore,Footwear_Product_195,Footwear,2867,S43,,,
I4585,U373,P111,view,02-10-24,User373,32,Female,Kolkata,Footwear_Product_111,Footwear,4354,S10,,,
I4586,U257,P85,purchase,21-08-24,User257,24,Male,Madurai,Accessories_Product_85,Accessories,1500,S7,T1547,2,30-06-24
I4587,U684,P47,cart,12-06-24,User684,33,Female,Madurai,Footwear_Product_47,Footwear,2685,S24,,,
I4588,U96,P117,view,28-01-24,User96,33,Male,Bangalore,Sports_Product_117,Sports,602,S7,,,
I4589,U552,P169,view,26-06-24,User552,30,Male,Coimbatore,Electronics_Product_169,Electronics,4295,S13,,,
I4590,U427,P164,purchase,24-09-24,User427,36,Male,Mumbai,Sports_Product_164,Sports,4406,S26,T1548,2,24-10-24
I4591,U514,P168,cart,25-05-24,User514,34,Male,Madurai,Footwear_Product_168,Footwear,3577,S10,,,
I4592,U146,P102,cart,03-09-24,User146,37,Female,Mumbai,Sports_Product_102,Sports,632,S20,,,
I4593,U480,P89,cart,18-06-24,User480,40,Male,Delhi,Home_Product_89,Home,953,S16,,,
I4594,U306,P88,purchase,24-08-24,User306,18,Male,Delhi,Sports_Product_88,Sports,2174,S4,T1549,3,22-01-24
I4595,U77,P178,cart,09-05-24,User77,27,Male,Pune,Accessories_Product_178,Accessories,4836,S16,,,
I4596,U981,P82,purchase,14-03-24,User981,45,Female,Mumbai,Accessories_Product_82,Accessories,3745,S13,T1550,3,06-11-24
I4597,U980,P96,cart,08-03-24,User980,32,Male,Kolkata,Sports_Product_96,Sports,1721,S38,,,
I4598,U160,P97,view,02-05-24,User160,26,Female,Mumbai,Footwear_Product_97,Footwear,2317,S7,,,
I4599,U778,P108,view,09-12-24,User778,30,Female,Madurai,Accessories_Product_108,Accessories,1388,S39,,,
I4600,U407,P106,cart,12-02-24,User407,40,Female,Kolkata,Clothing_Product_106,Clothing,2789,S31,,,
I4601,U302,P58,view,04-11-24,User302,43,Male,Delhi,Footwear_Product_58,Footwear,4066,S17,,,
I4602,U78,P171,view,16-12-24,User78,25,Female,Trichy,Home_Product_171,Home,534,S20,,,
I4603,U655,P6,view,06-06-24,User655,33,Female,Hyderabad,Accessories_Product_6,Accessories,2666,S7,,,
I4604,U235,P191,purchase,16-06-24,User235,28,Female,Coimbatore,Clothing_Product_191,Clothing,435,S17,T1551,2,12-07-24
I4605,U128,P189,purchase,09-12-24,User128,27,Female,Bangalore,Clothing_Product_189,Clothing,1550,S34,T1552,1,19-08-24
I4606,U666,P189,cart,12-05-24,User666,32,Female,Delhi,Accessories_Product_189,Accessories,428,S9,,,
I4607,U946,P83,view,11-09-24,User946,40,Male,Bangalore,Home_Product_83,Home,700,S31,,,
I4608,U516,P60,cart,05-04-24,User516,43,Female,Bangalore,Electronics_Product_60,Electronics,3837,S4,,,
I4609,U577,P30,view,13-03-24,User577,31,Male,Delhi,Home_Product_30,Home,2271,S43,,,
I4610,U259,P129,purchase,02-12-24,User259,25,Female,Chennai,Footwear_Product_129,Footwear,877,S37,T1553,3,10-12-24
I4611,U858,P87,purchase,08-04-24,User858,36,Female,Chennai,Home_Product_87,Home,1637,S30,T1554,2,25-06-24
I4612,U31,P157,cart,07-02-24,User31,30,Male,Mumbai,Electronics_Product_157,Electronics,2356,S6,,,
I4613,U587,P104,view,07-08-24,User587,40,Female,Trichy,Sports_Product_104,Sports,3551,S19,,,
I4614,U28,P139,view,09-01-24,User28,29,Male,Bangalore,Clothing_Product_139,Clothing,757,S28,,,
I4615,U988,P35,purchase,19-07-24,User988,44,Male,Hyderabad,Clothing_Product_35,Clothing,4610,S42,T1555,2,21-08-24
I4616,U639,P100,purchase,18-11-24,User639,34,Male,Delhi,Footwear_Product_100,Footwear,3743,S18,T1556,1,24-07-24
I4617,U741,P116,purchase,01-10-24,User741,33,Female,Hyderabad,Footwear_Product_116,Footwear,1761,S17,T1557,3,07-04-24
I4618,U936,P109,purchase,23-06-24,User936,38,Male,Coimbatore,Accessories_Product_109,Accessories,4479,S43,T1558,2,16-07-24
I4619,U290,P115,view,04-12-24,User290,35,Male,Delhi,Home_Product_115,Home,477,S29,,,
I4620,U679,P124,cart,04-04-24,User679,21,Male,Hyderabad,Footwear_Product_124,Footwear,1950,S30,,,
I4621,U534,P96,cart,26-05-24,User534,33,Male,Chennai,Home_Product_96,Home,3001,S28,,,
I4622,U750,P143,cart,20-05-24,User750,18,Male,Mumbai,Home_Product_143,Home,695,S10,,,
I4623,U555,P100,view,06-11-24,User555,39,Male,Mumbai,Footwear_Product_100,Footwear,4097,S26,,,
I4624,U458,P90,purchase,06-07-24,User458,19,Female,Bangalore,Electronics_Product_90,Electronics,3480,S36,T1559,3,27-06-24
I4625,U129,P61,view,05-03-24,User129,40,Male,Chennai,Clothing_Product_61,Clothing,1553,S37,,,
I4626,U429,P17,cart,18-02-24,User429,36,Female,Pune,Clothing_Product_17,Clothing,3424,S32,,,
I4627,U612,P103,view,19-05-24,User612,34,Female,Trichy,Sports_Product_103,Sports,2767,S17,,,
I4628,U939,P180,cart,13-04-24,User939,36,Male,Pune,Sports_Product_180,Sports,2831,S37,,,
I4629,U440,P106,view,20-11-24,User440,43,Male,Bangalore,Accessories_Product_106,Accessories,554,S6,,,
I4630,U844,P103,purchase,28-05-24,User844,37,Male,Madurai,Electronics_Product_103,Electronics,3417,S18,T1560,2,13-01-24
I4631,U812,P164,purchase,02-06-24,User812,40,Female,Coimbatore,Electronics_Product_164,Electronics,4324,S11,T1561,1,08-11-24
I4632,U488,P156,purchase,28-09-24,User488,31,Male,Kolkata,Clothing_Product_156,Clothing,1998,S29,T1562,3,26-12-24
I4633,U647,P130,cart,11-08-24,User647,30,Male,Bangalore,Accessories_Product_130,Accessories,4666,S28,,,
I4634,U694,P156,view,25-02-24,User694,26,Female,Madurai,Footwear_Product_156,Footwear,2410,S27,,,
I4635,U515,P161,purchase,18-03-24,User515,24,Male,Trichy,Electronics_Product_161,Electronics,502,S15,T1563,1,16-12-24
I4636,U218,P145,view,28-01-24,User218,34,Female,Chennai,Accessories_Product_145,Accessories,4424,S43,,,
I4637,U926,P148,view,29-08-24,User926,35,Female,Bangalore,Accessories_Product_148,Accessories,1231,S44,,,
I4638,U495,P85,cart,16-08-24,User495,32,Male,Bangalore,Accessories_Product_85,Accessories,4363,S11,,,
I4639,U60,P176,cart,20-08-24,User60,40,Male,Coimbatore,Sports_Product_176,Sports,260,S21,,,
I4640,U940,P10,view,04-06-24,User940,42,Female,Pune,Home_Product_10,Home,3248,S34,,,
I4641,U826,P32,cart,10-10-24,User826,24,Male,Hyderabad,Footwear_Product_32,Footwear,498,S39,,,
I4642,U518,P2,cart,21-07-24,User518,25,Male,Bangalore,Accessories_Product_2,Accessories,2271,S26,,,
I4643,U314,P177,cart,12-02-24,User314,42,Female,Pune,Accessories_Product_177,Accessories,4596,S12,,,
I4644,U827,P10,view,20-10-24,User827,35,Female,Hyderabad,Clothing_Product_10,Clothing,3743,S7,,,
I4645,U540,P129,cart,04-07-24,User540,34,Female,Hyderabad,Sports_Product_129,Sports,988,S35,,,
I4646,U911,P36,view,16-04-24,User911,23,Female,Hyderabad,Clothing_Product_36,Clothing,4323,S29,,,
I4647,U896,P46,cart,02-07-24,User896,29,Female,Bangalore,Accessories_Product_46,Accessories,4528,S2,,,
I4648,U208,P167,purchase,24-06-24,User208,42,Male,Trichy,Accessories_Product_167,Accessories,1547,S18,T1564,3,25-12-24
I4649,U876,P181,purchase,18-10-24,User876,30,Male,Delhi,Clothing_Product_181,Clothing,3249,S30,T1565,3,26-12-24
I4650,U597,P100,purchase,28-07-24,User597,22,Male,Madurai,Electronics_Product_100,Electronics,3270,S17,T1566,1,12-01-24
I4651,U890,P183,cart,25-03-24,User890,35,Female,Madurai,Accessories_Product_183,Accessories,3747,S4,,,
I4652,U220,P34,cart,14-07-24,User220,28,Female,Madurai,Home_Product_34,Home,1739,S7,,,
I4653,U201,P193,view,28-05-24,User201,40,Male,Pune,Home_Product_193,Home,3633,S2,,,
I4654,U271,P27,purchase,05-11-24,User271,21,Female,Mumbai,Footwear_Product_27,Footwear,1225,S11,T1567,3,08-07-24
I4655,U767,P32,view,25-10-24,User767,28,Male,Mumbai,Sports_Product_32,Sports,2219,S49,,,
I4656,U274,P111,cart,30-12-24,User274,39,Male,Coimbatore,Accessories_Product_111,Accessories,3283,S16,,,
I4657,U716,P75,cart,04-11-24,User716,23,Female,Chennai,Clothing_Product_75,Clothing,3408,S15,,,
I4658,U167,P10,cart,20-07-24,User167,45,Male,Hyderabad,Home_Product_10,Home,2212,S28,,,
I4659,U252,P19,view,29-11-24,User252,31,Male,Trichy,Home_Product_19,Home,3275,S19,,,
I4660,U58,P103,cart,17-02-24,User58,34,Female,Hyderabad,Home_Product_103,Home,1532,S2,,,
I4661,U425,P53,purchase,02-04-24,User425,28,Female,Chennai,Clothing_Product_53,Clothing,4064,S38,T1568,1,23-10-24
I4662,U176,P41,purchase,03-12-24,User176,40,Male,Mumbai,Accessories_Product_41,Accessories,263,S4,T1569,3,04-09-24
I4663,U287,P30,view,06-06-24,User287,26,Female,Delhi,Footwear_Product_30,Footwear,3405,S49,,,
I4664,U322,P49,purchase,26-08-24,User322,38,Female,Coimbatore,Sports_Product_49,Sports,2280,S37,T1570,1,28-06-24
I4665,U322,P127,cart,03-04-24,User322,29,Female,Hyderabad,Clothing_Product_127,Clothing,584,S35,,,
I4666,U975,P23,cart,26-06-24,User975,42,Female,Chennai,Footwear_Product_23,Footwear,3758,S26,,,
I4667,U815,P163,cart,02-03-24,User815,28,Male,Delhi,Accessories_Product_163,Accessories,1354,S47,,,
I4668,U713,P41,purchase,16-10-24,User713,30,Male,Delhi,Home_Product_41,Home,3071,S22,T1571,3,03-10-24
I4669,U788,P183,cart,04-06-24,User788,29,Male,Mumbai,Clothing_Product_183,Clothing,4148,S20,,,
I4670,U431,P170,view,03-02-24,User431,21,Female,Coimbatore,Home_Product_170,Home,869,S49,,,
I4671,U928,P169,purchase,24-08-24,User928,32,Male,Trichy,Accessories_Product_169,Accessories,2967,S38,T1572,3,08-05-24
I4672,U632,P37,purchase,29-10-24,User632,38,Female,Kolkata,Accessories_Product_37,Accessories,688,S27,T1573,1,31-05-24
I4673,U601,P158,purchase,25-01-24,User601,19,Male,Pune,Footwear_Product_158,Footwear,2045,S22,T1574,2,17-04-24
I4674,U508,P61,purchase,21-06-24,User508,37,Female,Mumbai,Clothing_Product_61,Clothing,2444,S23,T1575,2,12-08-24
I4675,U230,P28,purchase,03-09-24,User230,38,Male,Coimbatore,Home_Product_28,Home,4202,S3,T1576,1,04-08-24
I4676,U517,P98,cart,17-12-24,User517,21,Female,Pune,Clothing_Product_98,Clothing,1551,S31,,,
I4677,U446,P195,cart,28-07-24,User446,26,Female,Chennai,Footwear_Product_195,Footwear,450,S29,,,
I4678,U18,P150,purchase,16-03-24,User18,32,Male,Coimbatore,Clothing_Product_150,Clothing,236,S1,T1577,3,13-09-24
I4679,U165,P90,view,23-09-24,User165,24,Female,Trichy,Electronics_Product_90,Electronics,4130,S35,,,
I4680,U55,P181,purchase,26-02-24,User55,21,Female,Delhi,Home_Product_181,Home,4239,S28,T1578,1,23-12-24
I4681,U772,P129,view,26-02-24,User772,41,Female,Bangalore,Accessories_Product_129,Accessories,4339,S9,,,
I4682,U305,P58,cart,06-11-24,User305,20,Female,Delhi,Accessories_Product_58,Accessories,4863,S27,,,
I4683,U78,P47,purchase,16-05-24,User78,35,Female,Madurai,Sports_Product_47,Sports,4600,S29,T1579,1,04-12-24
I4684,U758,P44,purchase,09-09-24,User758,39,Female,Mumbai,Sports_Product_44,Sports,3931,S13,T1580,3,11-01-24
I4685,U387,P96,purchase,20-11-24,User387,32,Female,Chennai,Electronics_Product_96,Electronics,2315,S17,T1581,3,09-02-24
